class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Down,0.39242062,0.387050211,-0.159314901,0.999366283,0.398796499,0.370073497,-0.167587265,0.999467313,0.401928961,0.369316399,-0.167623326,0.999459445,0.405459791,0.368532389,-0.167698726,0.999492943,0.393377066,0.371400356,-0.135825485,0.99950856,0.392532557,0.371684641,-0.135863766,0.999488652,0.391704708,0.37193504,-0.135815993,0.999579012,0.419069588,0.373188198,-0.158502549,0.998405099,0.400966793,0.37673524,-0.015196182,0.999402463,0.400835037,0.402690798,-0.15597114,0.998075843,0.393910557,0.404732108,-0.113870427,0.998066664,0.432821363,0.441671163,-0.23805134,0.996464014,0.427702844,0.456375897,0.123378873,0.986676216,0.327710688,0.464182317,-0.333368391,0.971455693,0.335110605,0.469502985,0.146201581,0.221240476,0.225520208,0.4638201,-0.330660373,0.957269609,0.236264154,0.46858713,0.041589286,0.340248406,0.203796715,0.463870734,-0.383237779,0.938064992,0.212205097,0.461730927,0.041224875,0.366335332,0.20778878,0.45335263,-0.354703307,0.931034207,0.212470055,0.457473606,0.000725836,0.374725521,0.212357804,0.454027206,-0.322773486,0.902273059,0.219569206,0.460454971,0.020160913,0.40713805,0.56884253,0.629567564,-0.125133514,0.997694075,0.553969264,0.62010628,0.125242978,0.994589448,0.429247856,0.674492657,-0.186914146,0.950962186,0.427694231,0.658341706,0.147973672,0.306470841,0.48423633,0.854488611,-0.129625544,0.965531349,0.472496837,0.823534966,0.267634928,0.435222387,0.503566861,0.88477248,-0.127904952,0.943053067,0.489182293,0.851637661,0.277710289,0.535903931,0.417591572,0.883016169,-0.178964853,0.938617527,0.417002112,0.856969297,0.263238579,0.547056854
Down,0.391382933,0.388094425,-0.134262875,0.999356925,0.397919327,0.370659798,-0.145890266,0.999462187,0.400909185,0.369901061,-0.145933166,0.999453962,0.404250473,0.369117916,-0.146005422,0.999488354,0.392898083,0.371979326,-0.112311289,0.999506414,0.392201364,0.372233748,-0.112343982,0.999484599,0.391487777,0.372450441,-0.11230655,0.999575317,0.418008417,0.37372759,-0.153891802,0.998396635,0.400926828,0.377058804,-0.003057385,0.999397635,0.399788797,0.403476328,-0.136550292,0.998065591,0.39347741,0.405256391,-0.092096336,0.998053551,0.432757556,0.441511184,-0.237110764,0.996482074,0.427616268,0.456567943,0.124944545,0.986610413,0.328149617,0.463894576,-0.334068984,0.971303284,0.335187644,0.469324231,0.150663286,0.22028254,0.226386875,0.463875175,-0.331198156,0.95681107,0.236477926,0.468540728,0.042491652,0.339326888,0.204360694,0.463786393,-0.384353817,0.937533796,0.212338328,0.461530864,0.041567884,0.366360962,0.207434371,0.453279674,-0.355414093,0.930314839,0.212446362,0.457177818,0.001131851,0.374748081,0.212801576,0.453989118,-0.323099554,0.901366949,0.219543606,0.460235268,0.020906981,0.407589346,0.568763435,0.629650474,-0.125161767,0.997705102,0.553904176,0.620926023,0.125273138,0.994597793,0.42920661,0.674352288,-0.18765755,0.951926768,0.427202374,0.659551442,0.147057742,0.30695799,0.484148115,0.854569972,-0.13228406,0.9662835,0.472447962,0.825273514,0.253040761,0.437051535,0.503593326,0.884990335,-0.13090916,0.944052458,0.489182949,0.854063928,0.261098772,0.53655386,0.41756624,0.883178294,-0.184340164,0.93972528,0.416609913,0.857399046,0.242843181,0.548906684
Down,0.391133875,0.388098985,-0.139063582,0.99935323,0.397780746,0.370662659,-0.147213459,0.999462128,0.400755584,0.369905353,-0.147251517,0.999452829,0.404094368,0.369123846,-0.147297472,0.999486208,0.392835975,0.371983171,-0.116303965,0.99951154,0.392166793,0.372236282,-0.116340555,0.999486804,0.391471714,0.37245056,-0.116296992,0.999575257,0.417482525,0.373737991,-0.15917325,0.998396337,0.400847107,0.377053618,-0.004212871,0.999399006,0.399613023,0.403470933,-0.136905268,0.998039603,0.39338097,0.405235171,-0.09555126,0.998036563,0.432589918,0.441531599,-0.242109984,0.996438146,0.427517235,0.4567478,0.124229528,0.986362994,0.327593535,0.46360901,-0.341246545,0.971111834,0.3348414,0.469100863,0.150105387,0.216432631,0.225356847,0.462787122,-0.338974059,0.95647788,0.236154586,0.468199193,0.041525807,0.334987998,0.202321738,0.461281389,-0.39393577,0.937238336,0.211800605,0.460709482,0.03979452,0.363220096,0.205038637,0.451144397,-0.365012139,0.929970503,0.212224931,0.456439108,-0.000291063,0.371496171,0.211678773,0.452219933,-0.331128776,0.900963366,0.219352931,0.459667534,0.019923529,0.404208958,0.568739176,0.629805803,-0.125692099,0.997717083,0.553909481,0.621323347,0.125808448,0.994585395,0.428726435,0.673518002,-0.19495219,0.952253938,0.427174509,0.6591748,0.154773086,0.304185987,0.483965397,0.854544759,-0.141525179,0.966691852,0.472338289,0.825332463,0.264134198,0.436020821,0.503596544,0.884998143,-0.139983445,0.944687366,0.489184529,0.854199708,0.272729546,0.534932613,0.417446941,0.883269131,-0.192082956,0.940207481,0.416479111,0.857313693,0.256543577,0.547211826
Down,0.391124636,0.388287097,-0.145883709,0.999376535,0.397774935,0.37074703,-0.154368803,0.999482334,0.400755018,0.36996901,-0.154405832,0.999470174,0.404106557,0.369169563,-0.154465511,0.99950105,0.392819822,0.372086674,-0.122842468,0.99953407,0.392151177,0.372330248,-0.122879684,0.999507427,0.391457081,0.372529477,-0.122834384,0.99959141,0.417489678,0.373742729,-0.154260278,0.998448074,0.400810421,0.377057642,-0.006765986,0.999422669,0.399605453,0.403543502,-0.143452525,0.99808681,0.393375665,0.405302495,-0.101487383,0.998097956,0.432582796,0.44139564,-0.235826939,0.996477246,0.427325577,0.456926435,0.126277238,0.986527443,0.32769984,0.463495612,-0.335037261,0.971146941,0.334399641,0.469092011,0.154878184,0.215480059,0.225792333,0.462829769,-0.335646987,0.956735313,0.236339852,0.468218058,0.045777939,0.336650461,0.202703565,0.461242378,-0.389677405,0.937562704,0.211960986,0.460708767,0.044903483,0.365331084,0.20535183,0.45094949,-0.360366821,0.930294871,0.21233204,0.456394792,0.004929507,0.373447895,0.211728737,0.45220831,-0.327605277,0.901524127,0.219485611,0.459671587,0.024371866,0.406120062,0.568711758,0.629872322,-0.125681564,0.997722983,0.553819358,0.622086346,0.125797734,0.994583488,0.42860046,0.673323572,-0.193893507,0.952168643,0.426581442,0.659077525,0.151654676,0.303712338,0.483726174,0.8542853,-0.138748556,0.966853857,0.472077996,0.824101806,0.257903874,0.436277121,0.5036093,0.88499856,-0.137136608,0.945017099,0.489126027,0.851866364,0.266269505,0.534980178,0.417470634,0.883300066,-0.188746318,0.94057703,0.416433632,0.857177019,0.24927704,0.547197342
Down,0.391732067,0.387397766,-0.170256466,0.999400198,0.398491442,0.370378405,-0.174315169,0.999502957,0.40166077,0.369609177,-0.174353033,0.999488056,0.405323595,0.368841112,-0.174418017,0.999514401,0.393251896,0.371760041,-0.14360477,0.999558866,0.392495006,0.372034729,-0.143626764,0.999530137,0.391710401,0.372254878,-0.143561184,0.999608159,0.418030024,0.373715252,-0.155485034,0.998509407,0.400810301,0.376985043,-0.013583939,0.99944669,0.40020743,0.403100222,-0.161576197,0.998114705,0.393609136,0.404799789,-0.120744132,0.998145401,0.432546139,0.441197783,-0.237351343,0.99642396,0.42681399,0.456869811,0.124665335,0.986539662,0.32775104,0.463389993,-0.341332376,0.971188068,0.334485829,0.46895811,0.154315308,0.212663665,0.226221472,0.462755173,-0.34584859,0.95667392,0.236406654,0.467987657,0.043002192,0.337081671,0.202983409,0.461319894,-0.399297059,0.93731904,0.211841777,0.460670322,0.042590991,0.365500301,0.205590561,0.451043904,-0.369177073,0.930066764,0.21224384,0.456359953,0.003578668,0.373404056,0.212010264,0.452061325,-0.337331414,0.901197255,0.219506621,0.459628254,0.021899806,0.405423313,0.567803562,0.631149292,-0.126089409,0.997777283,0.553323328,0.623822868,0.126188323,0.994680464,0.428558439,0.673136353,-0.213532895,0.952551484,0.427113116,0.659052849,0.180665657,0.304197401,0.483743101,0.854316711,-0.172773972,0.96732235,0.472379148,0.824801326,0.291544169,0.439295113,0.503614724,0.885013521,-0.17266871,0.946116745,0.489471614,0.853092432,0.299944192,0.537717164,0.417467296,0.883190274,-0.230282858,0.941781044,0.416463435,0.857270956,0.282882601,0.549547851
Down,0.391736925,0.387899131,-0.152040452,0.999406397,0.398523808,0.370564491,-0.159513116,0.999510169,0.401679933,0.369803935,-0.159553856,0.999493599,0.405332506,0.36905086,-0.159617826,0.999519289,0.393367589,0.371992379,-0.127791137,0.999569237,0.392658412,0.372283369,-0.127812505,0.999538243,0.391918957,0.372523576,-0.127756655,0.999614418,0.418038309,0.374064445,-0.151478291,0.998536766,0.400842488,0.377288491,-0.007436682,0.999453902,0.40021354,0.403520495,-0.148007557,0.998127818,0.393652976,0.405138701,-0.105990276,0.998163342,0.4323681,0.441076368,-0.236259267,0.996405959,0.426502556,0.457559854,0.128567815,0.986508906,0.327793062,0.463369519,-0.340912282,0.970914185,0.334521085,0.468956143,0.157813936,0.21111536,0.226277024,0.463007629,-0.3449229,0.95631355,0.236427948,0.468055248,0.047273405,0.336157203,0.203220636,0.462626457,-0.397625923,0.936843693,0.211707547,0.46117115,0.04692065,0.364675671,0.205761433,0.45260343,-0.367301404,0.929454386,0.211942032,0.45696494,0.007387176,0.372500241,0.212054521,0.453310192,-0.336153507,0.90047729,0.219220847,0.460042149,0.025868515,0.404497564,0.56733799,0.631691039,-0.126099676,0.997797549,0.553129613,0.625823259,0.126196519,0.994700432,0.427715123,0.672067702,-0.210183352,0.952905595,0.425661504,0.659211576,0.174909905,0.305389941,0.483706415,0.853855848,-0.163663238,0.967901945,0.472381115,0.82453227,0.26659891,0.442189127,0.503657341,0.884951949,-0.163004547,0.947098076,0.489569187,0.853222907,0.273209691,0.539774895,0.417681605,0.883071244,-0.21913214,0.942954361,0.416618675,0.857217371,0.251866162,0.55220449
Down,0.391714752,0.388170242,-0.153039411,0.999413788,0.398477614,0.370749384,-0.160803288,0.999518514,0.401634216,0.369983673,-0.160843641,0.999501586,0.405295908,0.369218826,-0.160911039,0.999526918,0.393356562,0.372127742,-0.129044741,0.999579549,0.392656922,0.372386932,-0.129070222,0.999547422,0.391921103,0.37259683,-0.129015967,0.999620855,0.418051302,0.374191314,-0.152532905,0.998563051,0.400852829,0.377330244,-0.009025963,0.999463618,0.400206953,0.403696179,-0.149405807,0.998149931,0.39366135,0.4052203,-0.107304588,0.998185694,0.432623088,0.441319466,-0.236591607,0.996436417,0.426479518,0.457358152,0.120193169,0.986548126,0.328486979,0.463571966,-0.340192884,0.971043527,0.33457014,0.468955368,0.148751408,0.211489692,0.228315711,0.463037401,-0.343796343,0.956443906,0.236894175,0.467704684,0.039587595,0.338345319,0.204256818,0.462358326,-0.396448761,0.936987817,0.21217005,0.45988664,0.038059928,0.367365032,0.206591249,0.451949567,-0.367216855,0.929549634,0.212270647,0.455152631,-0.000665375,0.375156283,0.213384181,0.453034759,-0.335594088,0.900627971,0.219306782,0.458723068,0.018564513,0.406953216,0.56727922,0.632634282,-0.124624029,0.997842431,0.550851285,0.625793755,0.124723591,0.994760513,0.427699804,0.672086954,-0.207422376,0.953357995,0.425646156,0.658485949,0.169831216,0.305778623,0.483703941,0.854026258,-0.164731994,0.968130946,0.471726984,0.822908103,0.265496433,0.441287726,0.503648341,0.885186493,-0.164710313,0.94748044,0.4882164,0.851961076,0.272203863,0.538227558,0.417480379,0.883073032,-0.219687015,0.943390846,0.414995372,0.855478346,0.25327462,0.551402092
Down,0.392658323,0.388177842,-0.227110147,0.999449015,0.399306625,0.370752692,-0.227707699,0.999547482,0.402701199,0.369975358,-0.227735087,0.999528587,0.40675813,0.369183421,-0.227809146,0.999550223,0.393738091,0.372152328,-0.19897005,0.999609351,0.392895401,0.37242049,-0.199016616,0.999576986,0.392037302,0.372636616,-0.198961765,0.999643922,0.419753551,0.374089211,-0.189246207,0.998637259,0.400783211,0.377339274,-0.059036415,0.999495089,0.40173468,0.403742403,-0.211733967,0.998201966,0.394171149,0.405264407,-0.173557505,0.998260736,0.434170336,0.441719174,-0.254742771,0.996303499,0.425668806,0.457352787,0.090790935,0.986647308,0.333100021,0.463904172,-0.355284214,0.971162558,0.334688187,0.468946278,0.122265264,0.209670275,0.233220622,0.463301063,-0.368607789,0.956663251,0.236919448,0.467630774,0.015194702,0.338776916,0.207649469,0.462368906,-0.422968566,0.937028527,0.21352306,0.459942609,0.013179106,0.367701858,0.211116388,0.452007324,-0.396687537,0.929783642,0.213048577,0.455377489,-0.025266221,0.375351578,0.218656346,0.453323096,-0.362123191,0.900912702,0.219325587,0.458714157,-0.005306295,0.40622592,0.567508101,0.632975519,-0.124001943,0.997873545,0.550659657,0.62577939,0.124082886,0.994829595,0.427776873,0.672038615,-0.217331856,0.952477872,0.425628424,0.658062696,0.179519579,0.306667864,0.483517557,0.853437662,-0.176084787,0.967657804,0.471007496,0.82069248,0.300128877,0.440203011,0.503648102,0.884827256,-0.175759584,0.947371423,0.487736762,0.850482404,0.310067236,0.536907434,0.417451918,0.883077264,-0.230376527,0.943493724,0.414067656,0.853179812,0.300691426,0.549349904
Down,0.393038869,0.387890249,-0.206042483,0.999463081,0.399828702,0.370614409,-0.209454566,0.999558389,0.403272003,0.369828999,-0.209487841,0.99953717,0.407396972,0.369039744,-0.209560901,0.999555945,0.39410305,0.372020841,-0.180246502,0.999623418,0.393189549,0.372269779,-0.180282399,0.999589562,0.392254293,0.372459322,-0.180223256,0.999652743,0.420362949,0.373999953,-0.182968229,0.998656571,0.400825918,0.377103657,-0.05116104,0.999508619,0.402068764,0.403688967,-0.195315331,0.998208284,0.394383043,0.405070335,-0.156546652,0.998280764,0.434281588,0.44252342,-0.252676874,0.996263802,0.424039364,0.457410514,0.091477193,0.986657798,0.334504724,0.464780211,-0.348727733,0.971298635,0.334728688,0.469011694,0.12399894,0.209130749,0.234733537,0.463323057,-0.367991805,0.956938267,0.23772791,0.467435271,0.019151432,0.341634721,0.208953768,0.462330073,-0.42040959,0.937330663,0.213567019,0.459269255,0.01776072,0.371662498,0.212391019,0.452018201,-0.393532783,0.93015939,0.213453725,0.454890162,-0.020851184,0.379111737,0.219887376,0.453345954,-0.359211504,0.901576221,0.220313698,0.458346337,-0.001321719,0.409344494,0.567671418,0.633154333,-0.121014632,0.997852564,0.549439371,0.625401855,0.121082976,0.994754672,0.427815855,0.672045112,-0.209369853,0.951850891,0.425286293,0.658059001,0.164522693,0.307575852,0.483514011,0.853449285,-0.168082908,0.967161179,0.471045554,0.820312798,0.267704517,0.439821064,0.503769815,0.884805679,-0.16749078,0.946913958,0.487758964,0.850139916,0.275735527,0.535985827,0.417469323,0.883105695,-0.21187523,0.942896307,0.414450169,0.85033524,0.268091887,0.547741532
Down,0.393299043,0.387899429,-0.241799861,0.999499083,0.400119543,0.370604604,-0.240961745,0.999587536,0.403674692,0.369799763,-0.240984157,0.999565184,0.407982588,0.368982166,-0.241058633,0.999581218,0.394188643,0.372011125,-0.213068128,0.999651611,0.393222332,0.372240663,-0.213118479,0.999618292,0.392257273,0.372394651,-0.213055328,0.99967593,0.421327442,0.37369445,-0.198311076,0.998733819,0.400796354,0.376892269,-0.07167621,0.99954021,0.402430683,0.403692245,-0.224872157,0.998276293,0.394446313,0.405090421,-0.187752843,0.998364151,0.434375852,0.442915171,-0.261893272,0.996171236,0.423650265,0.456898838,0.079809695,0.986806333,0.335266948,0.465104729,-0.359036356,0.971759617,0.33478564,0.468969375,0.11098621,0.209647775,0.235169888,0.463426501,-0.374670655,0.95732969,0.237469107,0.466630816,0.00764979,0.344288051,0.209891841,0.462337434,-0.428803384,0.937481284,0.212584406,0.458590776,0.006597226,0.373252302,0.212850332,0.451976806,-0.401892573,0.930509925,0.212919593,0.453770548,-0.031644754,0.380391866,0.22006157,0.453290105,-0.367508858,0.901910007,0.219835252,0.457100242,-0.012518729,0.409796715,0.567775905,0.633432686,-0.121016458,0.997876823,0.549152672,0.624727011,0.121078454,0.994829834,0.427818537,0.673389196,-0.209399134,0.951052487,0.425345123,0.658115745,0.180301264,0.309247196,0.483484924,0.853774428,-0.164925814,0.966579616,0.470832109,0.819645166,0.310567588,0.439744204,0.503785014,0.885021031,-0.164185286,0.946433485,0.487297952,0.849029958,0.321564794,0.535121262,0.417109907,0.883316338,-0.214172333,0.942623317,0.414262056,0.850353003,0.314757407,0.546104074
Down,0.394019186,0.387383997,-0.250156462,0.999537647,0.401183426,0.370149076,-0.245667964,0.999619484,0.405101627,0.369276911,-0.245692536,0.999596953,0.409842879,0.368402869,-0.245761961,0.999610305,0.394560546,0.371673256,-0.219408184,0.999680817,0.393404901,0.371905446,-0.21945259,0.999648809,0.39230448,0.372053057,-0.219384164,0.999700904,0.422900379,0.373176545,-0.192909688,0.998825788,0.400666714,0.376707345,-0.071962245,0.999575019,0.403391927,0.40337652,-0.229220748,0.998365521,0.394576252,0.404836386,-0.194300905,0.998460889,0.434449017,0.442950904,-0.258288741,0.996052504,0.421065986,0.456933409,0.081343919,0.986891806,0.335666388,0.465245545,-0.355772436,0.971791148,0.334593892,0.468999714,0.109392837,0.209565848,0.235029623,0.463135272,-0.373597562,0.957308173,0.233371541,0.465294957,0.008446999,0.348166466,0.209886998,0.461420566,-0.426657349,0.937310934,0.209610537,0.457354695,0.008479241,0.376229167,0.212822229,0.450336874,-0.399808824,0.930477321,0.210165888,0.452328563,-0.028631041,0.382908225,0.220001787,0.45208925,-0.366678536,0.901851118,0.215567514,0.454616874,-0.011180234,0.411469936,0.567781806,0.633279443,-0.120805427,0.997952223,0.54837358,0.624624074,0.120861351,0.99499315,0.427985907,0.673067033,-0.248234719,0.950924635,0.425296545,0.658491135,0.184267387,0.312501609,0.483481795,0.853644609,-0.235786438,0.966752529,0.470738947,0.819021523,0.302292585,0.439611942,0.503781199,0.885009587,-0.238258004,0.947540998,0.486991316,0.848813772,0.312021196,0.535371304,0.417176068,0.883320391,-0.300320566,0.943779051,0.413466752,0.85007304,0.304340959,0.54369694
Down,0.394081175,0.389142662,-0.227012321,0.999553621,0.40119487,0.371153712,-0.227234095,0.999632537,0.405063689,0.370185286,-0.22726281,0.999607623,0.409724802,0.369145095,-0.227333635,0.99961859,0.394660592,0.372823685,-0.199094877,0.999696255,0.393524468,0.37302652,-0.19913432,0.999662936,0.392430723,0.373150408,-0.199071452,0.999711573,0.422823101,0.37352106,-0.18881169,0.998858273,0.40069136,0.377206057,-0.062254258,0.999589324,0.403476775,0.40457052,-0.212291077,0.998377919,0.394800127,0.405821592,-0.174873203,0.998488128,0.434102356,0.443051308,-0.256731451,0.996022463,0.421242803,0.456911623,0.086651213,0.987033129,0.335458428,0.46513176,-0.354815692,0.972061038,0.334376603,0.468696237,0.115169272,0.209397092,0.234952778,0.463160008,-0.372082621,0.957597315,0.233749703,0.465273172,0.012409732,0.352436274,0.209908932,0.461295009,-0.424494565,0.937495947,0.210049585,0.456998944,0.011338162,0.380511224,0.212729573,0.450091541,-0.397430718,0.930698574,0.21055451,0.451963693,-0.026729714,0.387081444,0.219909593,0.451869041,-0.365478128,0.902095437,0.216648981,0.454586834,-0.007854083,0.414842188,0.567535937,0.634157896,-0.120106041,0.997953653,0.548185945,0.624621272,0.12015146,0.994965672,0.428049862,0.67309016,-0.242527485,0.950576186,0.42601496,0.657683671,0.181782499,0.312450647,0.483335793,0.853607774,-0.227011636,0.966421664,0.470642328,0.81789583,0.296831131,0.439374954,0.50385195,0.884969413,-0.229750201,0.947296441,0.487000644,0.848300695,0.306073844,0.53506881,0.417171806,0.88332814,-0.275666296,0.943662703,0.414132416,0.848572075,0.297978044,0.542901158
Down,0.394066691,0.389327526,-0.201654702,0.999564648,0.40117082,0.371314138,-0.204984814,0.999641597,0.405017197,0.370360821,-0.205022886,0.999615192,0.409642398,0.369335115,-0.205094814,0.999625385,0.394708663,0.372922599,-0.176684216,0.999707162,0.393610835,0.373101085,-0.176719353,0.999672949,0.392549157,0.373207211,-0.176662594,0.999719381,0.422778696,0.373718381,-0.179073825,0.998881936,0.400864542,0.377239496,-0.052184086,0.999599457,0.403459638,0.404646248,-0.191223741,0.998392344,0.394836813,0.405853868,-0.153652683,0.998509943,0.432728678,0.443093717,-0.25012058,0.996020854,0.422747314,0.456234813,0.093763478,0.986860156,0.335528433,0.465133607,-0.345426142,0.971760452,0.335880071,0.468598157,0.120331898,0.205518231,0.234922811,0.463496029,-0.352846086,0.957349777,0.234654948,0.465204507,0.017404905,0.346578538,0.209964007,0.461738914,-0.403859079,0.937176287,0.212769747,0.457062244,0.018263893,0.374731183,0.212627009,0.450606287,-0.375411332,0.930345237,0.212891504,0.452037752,-0.020440562,0.381233454,0.219823554,0.452165216,-0.345059335,0.90156734,0.216998369,0.454649836,-0.002985724,0.408752769,0.566980243,0.634510398,-0.119954787,0.997942448,0.548186421,0.624610841,0.120002761,0.994882584,0.427922726,0.67377466,-0.210068032,0.95068723,0.426017523,0.657603383,0.179737464,0.310830772,0.483294338,0.853632867,-0.166590855,0.966208875,0.47064501,0.817903936,0.293699265,0.439050972,0.503798068,0.884983659,-0.166696355,0.946791172,0.487018824,0.848313272,0.302858412,0.534361303,0.417095661,0.883286774,-0.214597791,0.943197429,0.414039135,0.848217666,0.293625534,0.542669296
Down,0.394723773,0.38941896,-0.221767113,0.999593914,0.401716948,0.371357888,-0.220106244,0.999665797,0.405640215,0.370386988,-0.22013703,0.999638855,0.410336167,0.369343787,-0.220204622,0.99964726,0.395126849,0.373050719,-0.193958223,0.999729395,0.393966645,0.373268008,-0.19399032,0.999695957,0.392834485,0.373427242,-0.193916768,0.999738276,0.423527569,0.373720109,-0.178942934,0.998950779,0.400951296,0.377382189,-0.056838728,0.999625385,0.404183954,0.40468061,-0.203705519,0.998464763,0.395317137,0.405944645,-0.168850332,0.998588145,0.432636172,0.443562299,-0.246913463,0.99597472,0.424132496,0.456082642,0.094498724,0.986791968,0.335463822,0.465086401,-0.342027277,0.971486807,0.335970402,0.468349993,0.122157469,0.200771987,0.234917372,0.463639766,-0.352416217,0.957444251,0.235338688,0.465162873,0.018464744,0.341790944,0.210005879,0.462585747,-0.402953565,0.937211573,0.213562608,0.457083344,0.018506421,0.370105267,0.212546796,0.451765865,-0.37439245,0.930448353,0.21379061,0.452321172,-0.019865643,0.376257628,0.219853967,0.452784628,-0.344569564,0.901843727,0.217254832,0.454951882,-0.002167789,0.403237194,0.566847384,0.636035144,-0.119604982,0.997986317,0.548327088,0.62487489,0.119636729,0.994910538,0.427804619,0.673122466,-0.21280174,0.95079422,0.42603597,0.655208468,0.185043722,0.309257686,0.483289897,0.853725314,-0.173179954,0.966464162,0.470052421,0.815354943,0.308713138,0.439044714,0.503780067,0.884972453,-0.173495978,0.947438717,0.486035496,0.845513403,0.318665028,0.535242736,0.417094409,0.883051515,-0.224745989,0.94384855,0.414197385,0.844590187,0.311955273,0.541832328
Down,0.395287812,0.389398873,-0.224905461,0.99961549,0.402304649,0.371361077,-0.223090723,0.999682546,0.406248331,0.370388865,-0.223113775,0.999653876,0.410930336,0.369344115,-0.223171785,0.9996593,0.395708889,0.373075843,-0.196701616,0.999746263,0.394514859,0.373312563,-0.196736783,0.999712944,0.393340498,0.373494327,-0.19666414,0.999751925,0.423841566,0.373750836,-0.178859577,0.998996139,0.401163727,0.377520353,-0.056783848,0.999643803,0.404570758,0.404626518,-0.206096977,0.998501301,0.39577508,0.405938089,-0.170976266,0.998635113,0.433459997,0.442403346,-0.246535584,0.995898068,0.424140215,0.45592612,0.095479444,0.986973941,0.335726649,0.464892298,-0.341452926,0.971557498,0.336278409,0.468261719,0.125615612,0.202412188,0.235372543,0.463718474,-0.352179378,0.957571805,0.236059338,0.465209991,0.022652121,0.34588477,0.210768074,0.463142842,-0.402191222,0.93713212,0.214855224,0.458004594,0.024956778,0.373305202,0.212570354,0.452252805,-0.373229444,0.930381536,0.213922232,0.453380316,-0.013463065,0.379390329,0.219891757,0.453028321,-0.344133079,0.901923001,0.217646629,0.455399036,0.002363437,0.406118363,0.567015409,0.635111511,-0.119627774,0.99791348,0.549286067,0.624697268,0.119655609,0.994817853,0.427827984,0.673143983,-0.210577965,0.94966799,0.426053107,0.655515969,0.169129208,0.312880158,0.483286083,0.853259981,-0.158775032,0.965687037,0.470213026,0.815663993,0.273953944,0.442114532,0.503780186,0.884655654,-0.157524914,0.946564317,0.486197233,0.84598273,0.281681299,0.538856924,0.417111397,0.882903874,-0.206979126,0.943125606,0.414408684,0.847396731,0.269394338,0.543742061
Down,0.395931154,0.390969962,-0.184567347,0.999622822,0.402475059,0.372627288,-0.186785325,0.999688208,0.406291187,0.371583581,-0.186821803,0.9996562,0.410865873,0.370390564,-0.186885729,0.999661386,0.396158278,0.374466538,-0.159281701,0.999753594,0.395054072,0.374725789,-0.159302086,0.999718189,0.393984944,0.374933332,-0.159229413,0.999756455,0.423858583,0.374261498,-0.156794265,0.999010682,0.401930153,0.37824586,-0.031672347,0.999648809,0.405164331,0.405512691,-0.171843722,0.998514414,0.39691627,0.407151669,-0.135256454,0.998656571,0.433769405,0.441238016,-0.234663397,0.995959699,0.427357852,0.455927908,0.119208477,0.987156153,0.336082757,0.464186668,-0.330441415,0.97159338,0.338025391,0.468090117,0.157936305,0.199810922,0.235573217,0.464047104,-0.330352128,0.957745731,0.238846943,0.465649486,0.05356995,0.344655454,0.211016566,0.464629859,-0.377960265,0.937265456,0.21622479,0.458501875,0.056390911,0.372626036,0.21239467,0.453556508,-0.346680939,0.930457532,0.215037182,0.453609824,0.017095855,0.378581882,0.219440818,0.453457654,-0.320714325,0.902222455,0.220951989,0.456312239,0.032912951,0.405431211,0.566812515,0.636003852,-0.119657353,0.99789089,0.549808979,0.626583934,0.11969395,0.994737446,0.427369833,0.673404157,-0.181153506,0.94823885,0.426008403,0.655883729,0.15806365,0.310970366,0.48322767,0.853109181,-0.104765713,0.96469754,0.470216841,0.81575048,0.264804304,0.441104442,0.503835917,0.884618998,-0.100836135,0.944936156,0.486436903,0.846292734,0.272807688,0.538941205,0.417378575,0.882860303,-0.138474822,0.941437244,0.41493234,0.847460091,0.261809886,0.542894185
